NOFOLIO,ENTIDAD,CCT,GENERO,NOMBRE_CT                                                                                               ,N_TURNO,EXTENSION,NOMBRE_MUN,NOMBRE_LOC,MARGINA,SOST,SUBSIST,NVL_ESP,NVL_MAT,
130002243B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,II,
130002244B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,II,
130002245B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,III,
130002246B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002247B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,III,
130002248B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002249B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,III,
130002250B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,II,
130002251B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,II,
130002252B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,III,
130002253B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,III,
130002254B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,I,
130002255B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,II,
130002256B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,I,
130002257B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,I,
130002258B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002259B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002260B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002261B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,II,
130002262B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,I,
130002263B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002264B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002265B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002266B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,II,
130002267B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,II,
130002268B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,II,
130002269B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002270B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,III,
130002271B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,I,
130002272B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,I,
130002273B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,I,
130002274B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002275B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,I,
130002276B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,II,
130002277B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002278B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002279B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002280B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002281B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,II,
130002282B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002283B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002284B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002285B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002286B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002287B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002288B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002289B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002290B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,II,
130002291B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,II,
130002292B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002293B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002294B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,II,
130002295B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,III,
130002296B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,III,
130002297B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002298B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002299B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002300B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,II,
130002301B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002302B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002303B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,II,
130002304B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002305B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002306B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,II,
130002307B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,II,
130002308B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002309B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,I,II,
130002310B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,II,
130002311B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002312B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002313B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,IV,
130002314B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002315B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,III,
130002316B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002317B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,IV,
130002318B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,III,
130002319B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,IV,IV,
130002320B17,HIDALGO,13ETC0017K,H,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,III,IV,
130002321B17,HIDALGO,13ETC0017K,M,CECYTEH HUEJUTLA DE REYES,MATUTINO,,HUEJUTLA DE REYES,PARQUE DE POBLAMIENTO SOLIDARIDAD,MUY BAJO,ESTATAL,CECYTE,II,III,
130002322B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002323B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002324B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,II,
130002325B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002326B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002327B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002328B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,III,
130002329B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,III,
130002330B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002331B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002332B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002333B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002334B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,III,
130002335B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,III,
130002336B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,III,
130002337B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,I,
130002338B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,I,III,
130002339B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002340B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002341B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,III,
130002342B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,IV,
130002343B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002344B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,IV,
130002345B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,IV,
130002346B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002347B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,IV,
130002348B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,I,
130002349B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,II,
130002351B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,III,
130002352B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,III,
130002353B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,I,
130002354B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,III,
130002355B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,I,
130002356B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002357B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002358B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,I,I,
130002359B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,II,
130002360B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,I,
130002361B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,I,
130002362B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,I,I,
130002363B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,III,
130002364B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,IV,IV,
130002365B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002366B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,I,
130002367B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,I,
130002368B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,I,II,
130002369B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,II,
130002370B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,I,I,
130002372B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,II,I,
130002373B17,HIDALGO,13ETC0018J,M,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,I,
130002374B17,HIDALGO,13ETC0018J,H,CECYTEH COACUILCO,MATUTINO,,HUEJUTLA DE REYES,COACUILCO,ALTO,ESTATAL,CECYTE,III,III,
